date,hour,predicted_temperature,actual_temperature
2024-01-05,22,14.404577719903003,15.041848754882835
2024-01-05,23,15.002537387471277,14.80805358886721
2024-01-06,0,15.160908335065661,14.570581054687525
2024-01-06,1,15.25420879731496,14.318383789062525
2024-01-06,2,15.243069750885232,14.106042480468773
2024-01-06,3,16.875880217734178,15.369744873046898
2024-01-06,4,20.152175196927594,18.01998291015628
2024-01-06,5,22.510337546215098,20.42231140136721
2024-01-06,6,24.139700587279634,22.485635375976585
2024-01-06,7,24.967881133992172,23.782754516601585
2024-01-06,8,25.461698172042645,24.83786926269533
2024-01-06,9,25.527124838582544,25.45630798339846
2024-01-06,10,25.138136221597243,25.660272216796898
2024-01-06,11,24.23852670859696,25.34078369140628
2024-01-06,12,22.50347743177404,24.0666442871094
2024-01-06,13,19.885138846151563,21.81849060058596
2024-01-06,14,17.37703281429208,20.279580688476585
2024-01-06,15,15.756085476716187,19.195901489257835
2024-01-06,16,14.725462944816977,18.418542480468773
2024-01-06,17,13.999725287359805,17.92572937011721
2024-01-06,18,13.619327470666686,17.658792114257835
2024-01-06,19,13.632797444543957,16.928201293945335
2024-01-06,20,13.80150035950751,16.614526367187523
2024-01-06,21,14.043526652531696,16.22968444824221
2024-01-06,22,14.369827248771024,15.839685058593773
2024-01-06,23,14.967786916339294,15.498452758789083
2024-01-07,0,15.12615786393368,15.274621582031273
2024-01-07,1,15.219458326182977,14.960916137695335
2024-01-07,2,15.208319279753253,14.76929626464846
2024-01-07,3,16.841129746602196,15.895547485351583
2024-01-07,4,20.117424725795612,18.211953735351585
2024-01-07,5,22.47558707508312,20.6110778808594
2024-01-07,6,24.104950116147656,22.714624023437523
2024-01-07,7,24.933130662860187,23.773110961914085
2024-01-07,8,25.42694770091066,24.999078369140648
2024-01-07,9,25.492374367450566,25.58884582519533
2024-01-07,10,25.10338575046526,25.836022949218773
2024-01-07,11,24.20377623746498,25.692895507812523
2024-01-07,12,22.468726960642062,24.827416992187523
2024-01-07,13,19.850388375019584,23.15082702636721
2024-01-07,14,17.342282343160097,21.96701965332033
2024-01-07,15,15.721335005584205,21.097253417968773
2024-01-07,16,14.690712473684998,20.640542602539085
2024-01-07,17,13.964974816227826,20.242227172851585
2024-01-07,18,13.584576999534704,20.08289489746096
2024-01-07,19,13.598046973411975,18.9836364746094
2024-01-07,20,13.766749888375532,18.6494079589844
2024-01-07,21,14.008776181399714,18.267724609375023
2024-01-07,22,14.335076777639042,18.053369140625023
2024-01-07,23,14.933036445207316,17.845513916015648
2024-01-08,0,15.0914073928017,17.99659118652346
2024-01-08,1,15.184707855050995,18.035729980468773
2024-01-08,2,15.17356880862127,18.13935241699221
2024-01-08,3,16.806379275470217,18.911431884765648
2024-01-08,4,20.08267425466363,20.36976013183596
2024-01-08,5,22.440836603951137,21.9626403808594
2024-01-08,6,24.070199645015673,23.5261169433594
2024-01-08,7,24.898380191728208,24.106301879882835
2024-01-08,8,25.39219722977868,25.205865478515648
2024-01-08,9,25.457623896318584,26.0959411621094
2024-01-08,10,25.068635279333282,26.579522705078148
2024-01-08,11,24.169025766333,26.36072692871096
2024-01-08,12,22.43397648951008,25.523843383789085
2024-01-08,13,19.815637903887602,23.887857055664085
2024-01-08,14,17.307531872028118,22.895669555664085
